customerID,ChurnProbability,RiskSegment,Recommendation,MonthlyCharges,TotalCharges,tenure,PredictedChurn
4176-RELJR,0.02185293,Low,No Action,25.1,1672.15,67,0
6214-EDAKZ,0.15426032,Low,No Action,55.15,1206.05,22,0
5199-FPUSP,0.044474848,Low,No Action,34.05,1113.95,33,0
6377-KSLXC,0.1477472,Low,No Action,19.95,107.05,5,0
1796-JANOW,0.14568245,Low,No Action,19.95,38.15,2,0
0238-WHBIQ,0.01985085,Low,No Action,89.7,6339.3,72,0
8735-NBLWT,0.12280632,Low,No Action,20.4,184.1,9,0
6651-RLGGM,0.01980108,Low,No Action,26.3,1688.9,67,0
6127-ISGTU,0.6905509,High,Offer Upgrade Package,84.95,1378.25,16,1
1614-JBEBI,0.13782826,Low,No Action,20.7,137.6,8,0
8740-XLHDR,0.28565106,Medium,No Action,43.25,219.0,5,0
1208-DNHLN,0.10661722,Low,No Action,48.35,1067.15,23,0
1761-AEZZR,0.8342366,Critical,Retention Agent + Discount,79.55,79.55,1,1
3923-CSIHK,0.34244496,Medium,No Action,71.05,3444.85,50,0
5696-EXCYS,0.022473723,Low,No Action,19.45,369.05,17,0
5795-KTGUD,0.09064245,Low,No Action,110.8,7553.6,68,0
7120-RFMVS,0.81690985,Critical,Retention Agent + Discount,84.5,84.5,1,1
7924-GJZFI,0.4349502,Medium,Send Promotional Email,69.3,1813.1,25,0
4702-HDRKD,0.047280364,Low,No Action,49.35,3321.35,67,0
8512-WIWYV,0.03654289,Low,No Action,20.35,707.5,32,0
5897-ZYEKH,0.18158928,Low,No Action,105.6,7112.15,67,0
5456-ITGIC,0.022334378,Low,No Action,64.45,4641.1,72,0
7317-GGVPB,0.086429425,Low,No Action,108.6,7690.9,71,0
1406-PUQVY,0.59711564,High,Send Promotional Email,49.9,49.9,1,1
1322-AGOQM,0.17801715,Low,No Action,30.3,1380.1,46,0
3677-IYRBF,0.7026066,High,Offer Upgrade Package,30.4,78.65,2,1
5692-FPTAH,0.5929722,High,Send Promotional Email,45.4,45.4,1,1
9114-AAFQH,0.14001273,Low,No Action,65.65,3094.65,48,0
8715-KKTFG,0.2019723,Low,No Action,103.3,6518.35,61,0
1550-LOAHA,0.25515643,Medium,No Action,84.15,2585.95,32,0
1728-BQDMA,0.5250349,High,Send Promotional Email,44.45,82.7,2,1
0268-QKIWO,0.16183227,Low,No Action,19.75,58.85,3,0
0876-WDUUZ,0.67212,High,Offer Upgrade Package,85.4,425.9,5,1
5117-ZSMHQ,0.019596914,Low,No Action,89.9,6342.7,71,0
5151-HQRDG,0.12817588,Low,No Action,55.05,2030.75,37,0
0960-HUWBM,0.08815918,Low,No Action,104.1,6700.05,65,0
6465-GSRCL,0.1808597,Low,No Action,106.6,7244.7,67,0
0617-FHSGK,0.26104704,Medium,No Action,75.2,3678.3,49,0
0263-FJTQO,0.026088778,Low,No Action,70.5,3486.65,50,0
7319-ZNRTR,0.048307914,Low,No Action,19.6,411.15,25,0
2858-MOFSQ,0.103854045,Low,No Action,55.85,937.5,17,0
7503-EPSZW,0.019788513,Low,No Action,24.05,1559.15,64,0
7089-XXAYG,0.10084074,Low,No Action,38.1,970.4,25,0
8118-LSUEL,0.69119287,High,Offer Upgrade Package,106.4,2483.5,23,1
8070-AAWZP,0.18535544,Low,No Action,34.25,828.2,24,0
1666-JXLKU,0.6502125,High,Offer Upgrade Package,100.05,3810.55,37,1
7855-DIWPO,0.46278524,Medium,Send Promotional Email,68.65,1493.2,21,0
5133-POWUA,0.5952047,High,Send Promotional Email,45.8,45.8,1,1
5652-MSDEY,0.6092259,High,Offer Upgrade Package,75.75,777.3,10,1
7005-CCBKV,0.72297937,High,Offer Upgrade Package,84.4,556.35,6,1
1810-BOHSY,0.13813631,Low,No Action,96.4,4911.05,51,0
1784-BXEFA,0.13141268,Low,No Action,20.55,187.35,10,0
7351-MHQVU,0.24298942,Low,No Action,50.95,307.6,6,0
9224-VTYID,0.028797045,Low,No Action,90.5,4318.35,47,0
9500-IWPXQ,0.07923191,Low,No Action,79.4,4820.55,61,0
5762-TJXGK,0.03174944,Low,No Action,58.75,3038.55,52,0
4504-YOULA,0.12924212,Low,No Action,59.45,2136.9,35,0
5569-IDSEY,0.19079177,Low,No Action,105.7,7472.15,71,0
4250-FDVOU,0.19733557,Low,No Action,56.25,389.1,6,0
7284-ZZLOH,0.02755343,Low,No Action,53.3,2296.25,45,0
5277-ZLOOR,0.80486,Critical,Retention Agent + Discount,85.55,187.45,2,1
2141-RRYGO,0.39025575,Medium,No Action,68.65,261.25,4,0
1777-JYQPJ,0.530312,High,Send Promotional Email,24.3,38.45,2,1
6376-GAHQE,0.64809775,High,Offer Upgrade Package,77.85,299.2,4,1
3401-URHDA,0.041604117,Low,No Action,59.9,3043.6,51,0
1599-EAHXY,0.033135463,Low,No Action,23.95,1506.4,60,0
8631-XVRZL,0.04346178,Low,No Action,20.15,163.7,9,0
5052-PNLOS,0.8201163,Critical,Retention Agent + Discount,105.35,323.25,3,1
3853-LYGAM,0.3446713,Medium,No Action,95.65,1640.0,17,0
6979-ZNSFF,0.7735122,Critical,Offer Upgrade Package,87.05,762.1,8,1
5751-USDBL,0.028738579,Low,No Action,81.0,3846.35,46,0
5680-LQOGP,0.027026843,Low,No Action,82.45,5646.6,68,0
2386-LAHRK,0.5918349,High,Send Promotional Email,53.5,53.5,1,1
8189-DUKMV,0.044517916,Low,No Action,20.5,79.05,4,0
6032-IGALN,0.6517887,High,Offer Upgrade Package,25.1,25.1,1,1
9931-DCEZH,0.051744137,Low,No Action,54.4,1516.6,28,0
1898-JSNDC,0.06799969,Low,No Action,58.6,2224.5,39,0
0315-LVCRK,0.5716966,High,Send Promotional Email,84.8,888.75,11,1
3911-RSNHI,0.028912194,Low,No Action,61.4,4310.35,71,0
2410-CIYFZ,0.13216822,Low,No Action,20.4,42.9,2,0
4248-HCETZ,0.3873139,Medium,No Action,79.65,2365.15,30,0
5505-OVWQW,0.039579045,Low,No Action,20.15,353.65,17,0
7271-AJDTL,0.29321507,Medium,No Action,94.45,5073.1,55,0
1867-TJHTS,0.1682678,Low,No Action,79.8,4526.85,58,0
0516-WJVXC,0.32610655,Medium,No Action,54.2,308.25,5,0
9174-FKWZE,0.4408597,Medium,Send Promotional Email,19.45,19.45,1,0
6860-YRJZP,0.6345016,High,Offer Upgrade Package,74.05,678.45,9,1
4429-WYGFR,0.10269722,Low,No Action,49.15,1237.3,26,0
2817-LVCPP,0.021442598,Low,No Action,19.4,1023.95,50,0
5038-ETMLM,0.040482465,Low,No Action,113.65,8182.75,72,0
5056-FIMPT,0.22955741,Low,No Action,106.0,4532.3,43,0
4521-WFJAI,0.021658838,Low,No Action,25.95,1444.05,56,0
6569-KTMDU,0.28190842,Medium,No Action,19.1,19.1,1,0
8809-RIHDD,0.08002035,Low,No Action,103.4,7372.65,72,0
8809-XKHMD,0.03506762,Low,No Action,100.55,7325.1,72,0
0396-YCHWO,0.5534336,High,Send Promotional Email,95.4,3474.2,36,1
0867-LDTTC,0.29826787,Medium,No Action,75.15,392.65,5,0
4822-NGOCH,0.704294,High,Offer Upgrade Package,84.45,1058.6,13,1
9391-DXGGG,0.11039998,Low,No Action,89.15,3990.75,44,0
9844-FELAJ,0.21859907,Low,No Action,107.9,7475.85,70,0
2122-SZZZD,0.035326637,Low,No Action,19.5,835.5,44,0
5307-DZCVC,0.4724664,Medium,Send Promotional Email,85.95,2628.6,32,0
3148-AOIQT,0.020615442,Low,No Action,24.95,1718.35,69,0
8679-JOEVF,0.3037461,Medium,No Action,59.4,1023.9,16,0
8395-ETZKQ,0.03527656,Low,No Action,19.5,1193.55,68,0
6692-YQHXC,0.34269953,Medium,No Action,69.95,1205.5,16,0
3889-VWBID,0.026400032,Low,No Action,82.85,5776.45,68,0
5222-JCXZT,0.13518108,Low,No Action,19.0,78.9,4,0
9754-CLVZW,0.13116781,Low,No Action,38.85,1025.15,26,0
1432-FPAXX,0.34335127,Medium,No Action,30.6,856.35,29,0
2739-CCZMB,0.14012435,Low,No Action,20.35,122.0,5,0
7080-TNUWP,0.15763032,Low,No Action,95.0,6602.9,70,0
0496-AHOOK,0.08946126,Low,No Action,74.4,1712.9,24,0
8336-TAVKX,0.019681396,Low,No Action,78.45,5682.25,72,0
2468-SJFLM,0.6121506,High,Offer Upgrade Package,74.3,74.3,1,1
3181-VTHOE,0.10378172,Low,No Action,51.05,3635.15,70,0
7168-HDQHG,0.08340938,Low,No Action,19.2,702.9,36,0
4803-AXVYP,0.5521138,High,Send Promotional Email,99.55,3734.25,38,1
3884-HCSWG,0.498006,Medium,Send Promotional Email,70.0,1144.5,17,0
4567-AKPIA,0.19211523,Low,No Action,109.1,4454.25,41,0
5077-DXTCG,0.6526466,High,Offer Upgrade Package,45.3,45.3,1,1
1142-WACZW,0.37237903,Medium,No Action,29.85,75.6,2,0
7901-HXJVA,0.47976354,Medium,Send Promotional Email,76.45,1117.55,14,0
5649-ANRML,0.68915194,High,Offer Upgrade Package,95.1,180.25,2,1
4892-VLANZ,0.30476552,Medium,No Action,19.8,19.8,1,0
5924-IFQTT,0.20446004,Low,No Action,72.8,930.05,13,0
7968-QUXNS,0.1257189,Low,No Action,18.95,110.15,6,0
2919-HBCJO,0.71973133,High,Offer Upgrade Package,76.65,333.6,4,1
4236-XPXAV,0.7165063,High,Offer Upgrade Package,99.15,465.05,5,1
8903-WMRNW,0.5010327,High,Send Promotional Email,101.75,1669.4,15,1
2452-SNHFZ,0.21513312,Low,No Action,75.45,3545.1,47,0
3629-WEAAM,0.2285103,Low,No Action,64.1,504.05,8,0
6029-CSMJE,0.26029494,Medium,No Action,25.65,440.2,17,0
7993-NQLJE,0.25376314,Medium,No Action,75.1,1151.55,15,0
9909-DFRJA,0.1193637,Low,No Action,95.85,2475.35,26,0
9099-FTUHS,0.22028561,Low,No Action,54.4,1249.25,23,0
0581-BXBUB,0.52286065,High,Send Promotional Email,72.75,317.75,4,1
4962-CHQPW,0.034425754,Low,No Action,19.85,535.05,29,0
9467-ROOLM,0.0834983,Low,No Action,19.05,461.3,25,0
3030-YZADT,0.22705366,Low,No Action,44.95,431.0,9,0
7410-KTVFV,0.1919729,Low,No Action,49.55,878.35,18,0
5150-ITWWB,0.82759297,Critical,Retention Agent + Discount,94.85,335.75,3,1
2253-KPMNB,0.023257859,Low,No Action,46.25,3121.4,69,0
1345-ZUKID,0.043425184,Low,No Action,19.35,324.8,14,0
6429-SHBCB,0.18083814,Low,No Action,69.6,1394.55,19,0
9281-OFDMF,0.34531206,Medium,No Action,90.7,3413.25,39,0
2603-HVKCG,0.4556696,Medium,Send Promotional Email,101.4,3143.65,31,0
1834-WULEG,0.034425754,Low,No Action,20.25,439.75,24,0
9097-ZUBYC,0.18324822,Low,No Action,48.8,664.4,14,0
5148-ORICT,0.025445707,Low,No Action,74.35,4759.55,64,0
4893-GYUJU,0.03604734,Low,No Action,19.35,1033.0,50,0
4578-PHJYZ,0.104320474,Low,No Action,68.75,3482.85,52,0
7272-QDCKA,0.26017845,Medium,No Action,100.2,2688.45,28,0
8908-SLFCJ,0.02196644,Low,No Action,20.85,435.25,21,0
8393-DLHGA,0.4969452,Medium,Send Promotional Email,95.9,2448.75,25,0
9766-HGEDE,0.038265754,Low,No Action,19.35,307.0,17,0
6968-MHOMU,0.12320861,Low,No Action,45.0,2689.35,58,0
7395-IGJOS,0.35789433,Medium,No Action,81.5,1329.2,17,0
5044-XDPYX,0.020892842,Low,No Action,25.5,1281.25,51,0
1814-WFGVS,0.019833926,Low,No Action,48.9,3527.0,72,0
2834-SPCJV,0.3155254,Medium,No Action,84.1,4348.65,52,0
3721-WKIIL,0.02142901,Low,No Action,19.6,561.15,27,0
6734-CKRSM,0.15609667,Low,No Action,20.0,63.6,3,0
1265-ZFOSD,0.025520338,Low,No Action,81.3,5129.3,64,0
6568-POCUI,0.07764007,Low,No Action,95.2,4285.8,45,0
7890-VYYWG,0.6589395,High,Offer Upgrade Package,36.45,93.7,3,1
5197-LQXXH,0.030003058,Low,No Action,83.3,5894.5,71,0
9907-SWKKF,0.6410633,High,Offer Upgrade Package,25.05,25.05,1,1
3457-PQBYH,0.020583186,Low,No Action,20.3,1160.75,58,0
7682-AZNDK,0.36582324,Medium,No Action,89.85,3091.75,34,0
0587-DMGBH,0.39537835,Medium,No Action,49.85,365.55,8,0
5384-ZTTWP,0.13088985,Low,No Action,19.8,272.95,15,0
3745-HRPHI,0.03561662,Low,No Action,54.65,3632.0,66,0
7636-OWBPG,0.31793848,Medium,No Action,29.35,381.2,12,0
1231-YNDEK,0.02142901,Low,No Action,19.15,1035.5,58,0
1407-DIGZV,0.021893961,Low,No Action,19.1,52.0,3,0
6397-JNZZG,0.2401979,Low,No Action,55.55,2342.2,43,0
0570-BFQHT,0.4580966,Medium,Send Promotional Email,80.55,653.9,9,0
4393-OBCRR,0.044517916,Low,No Action,20.25,71.2,3,0
3523-QRQLL,0.13699183,Low,No Action,69.5,1498.2,22,0
8564-LDKFL,0.2585828,Medium,No Action,106.0,4178.65,40,0
3696-DFHHB,0.021398604,Low,No Action,25.5,1821.8,68,0
0895-DQHEW,0.5891184,High,Send Promotional Email,104.3,5278.15,54,1
4717-GHADL,0.04850549,Low,No Action,79.6,4024.2,50,0
5501-TVMGM,0.6292507,High,Offer Upgrade Package,55.25,55.25,1,1
5879-HMFFH,0.019739287,Low,No Action,88.05,6520.8,72,0
6772-WFQRD,0.0339579,Low,No Action,20.4,854.9,40,0
3810-DVDQQ,0.03889027,Low,No Action,117.6,8308.9,72,0
6972-SNKKW,0.13535176,Low,No Action,20.0,109.2,6,0
3694-GLTJM,0.14802392,Low,No Action,19.65,92.05,5,0
8550-XSXUQ,0.11126655,Low,No Action,70.55,3420.5,48,0
8149-RSOUN,0.8670614,Critical,Retention Agent + Discount,93.85,93.85,1,1
9055-MOJJJ,0.045760207,Low,No Action,65.8,4068.0,64,0
4359-INNWN,0.039579045,Low,No Action,20.05,337.9,17,0
0585-EGDDA,0.3717888,Medium,No Action,80.0,3168.75,40,0
4032-RMHCI,0.042652115,Low,No Action,35.4,1412.4,41,0
0549-CYCQN,0.08133048,Low,No Action,79.6,3974.7,51,0
3481-JHUZH,0.4777055,Medium,Send Promotional Email,80.25,3439.0,41,0
7250-EQKIY,0.5468804,High,Send Promotional Email,50.45,50.45,1,1
3594-IVHJZ,0.16951917,Low,No Action,20.45,42.45,2,0
6869-FGJJC,0.068971746,Low,No Action,79.6,5461.45,68,0
3896-ZVNET,0.021285018,Low,No Action,24.7,571.75,24,0
8205-VSLRB,0.028608171,Low,No Action,77.3,5498.2,70,0
5960-MVTUK,0.4345676,Medium,Send Promotional Email,29.75,96.85,3,0
6817-WTYHE,0.4603187,Medium,Send Promotional Email,44.9,111.05,2,0
3082-VQXNH,0.4872626,Medium,Send Promotional Email,29.8,94.4,3,0
4013-UBXWQ,0.512785,High,Send Promotional Email,74.65,521.1,7,1
4931-TRZWN,0.3034412,Medium,No Action,71.95,923.85,13,0
0750-EKNGL,0.12962908,Low,No Action,20.75,141.1,7,0
7669-LCRSD,0.21511948,Low,No Action,56.3,628.65,12,0
3567-PQTSO,0.26993152,Medium,No Action,105.25,5576.3,53,0
5519-NPHVG,0.76436806,Critical,Offer Upgrade Package,94.2,1046.1,12,1
8043-PNYSD,0.01994126,Low,No Action,19.55,1245.6,63,0
9938-EKRGF,0.19403176,Low,No Action,84.45,1287.85,15,0
2703-AMTUL,0.042943045,Low,No Action,53.65,1939.35,36,0
0928-JMXNP,0.6468623,High,Offer Upgrade Package,29.9,118.25,4,1
8173-RXAYP,0.020583186,Low,No Action,19.7,452.55,24,0
4825-XJGDM,0.046224445,Low,No Action,43.7,2696.55,61,0
5402-HTOTQ,0.22727479,Low,No Action,55.3,875.35,16,0
6734-JDTTV,0.019928603,Low,No Action,19.85,1267.05,65,0
7850-THJMU,0.020583186,Low,No Action,19.65,494.9,26,0
3890-RTCMS,0.20528455,Low,No Action,49.45,799.0,16,0
8849-GYOKR,0.25051266,Medium,No Action,106.55,5763.3,54,0
3148-BLQJT,0.30476552,Medium,No Action,20.1,20.1,1,0
3717-FDJFU,0.021893961,Low,No Action,20.45,106.9,5,0
3665-JATSN,0.3910761,Medium,No Action,39.7,710.05,19,0
7966-YOTQW,0.23129956,Low,No Action,54.5,568.2,10,0
0461-CVKMU,0.2884633,Medium,No Action,83.8,1900.25,23,0
8806-EAGWC,0.44951287,Medium,Send Promotional Email,55.15,159.15,3,0
8853-TZDGH,0.05721605,Low,No Action,111.6,8012.75,72,0
7779-LGOVN,0.7932764,Critical,Offer Upgrade Package,86.65,856.65,10,1
4324-BZCKL,0.19134392,Low,No Action,55.55,551.3,10,0
6924-TDGMT,0.04346178,Low,No Action,20.55,184.95,11,0
9710-ZUSHQ,0.4024079,Medium,Send Promotional Email,106.75,4056.75,37,0
1536-YHDOE,0.05054874,Low,No Action,62.1,1096.65,17,0
8123-QBNAZ,0.320093,Medium,No Action,104.5,3684.95,36,0
3629-ZNKXA,0.5731298,High,Send Promotional Email,101.8,1752.45,17,1
4827-LTQRJ,0.14737709,Low,No Action,110.6,7210.85,66,0
7711-YIJWC,0.08618232,Low,No Action,84.9,5264.5,61,0
5482-VXSXJ,0.3935354,Medium,No Action,93.2,2157.3,22,0
7365-BVCJH,0.7090131,High,Offer Upgrade Package,24.4,24.4,1,1
9620-ENEJV,0.4872497,Medium,Send Promotional Email,70.55,433.95,6,0
4183-WCSEP,0.31718782,Medium,No Action,78.45,2435.15,31,0
2378-YIZKA,0.02594955,Low,No Action,85.0,5607.75,68,0
5498-TXHLF,0.43886304,Medium,Send Promotional Email,87.45,2874.15,34,0
0689-DSXGL,0.14470528,Low,No Action,85.8,4433.3,52,0
6818-DJXAA,0.58401805,High,Send Promotional Email,91.1,964.35,10,1
9722-UJOJR,0.41781738,Medium,Send Promotional Email,70.75,1974.8,29,0
0464-WJTKO,0.015402915,Low,No Action,20.1,1460.85,72,0
8902-ZEOVF,0.034425754,Low,No Action,20.05,951.55,47,0
6778-EICRF,0.09453167,Low,No Action,74.8,1821.2,24,0
2662-NNTDK,0.03517614,Low,No Action,24.8,1600.95,65,0
4132-KALRO,0.7801279,Critical,Offer Upgrade Package,100.85,399.25,4,1
3902-FOIGH,0.7465399,High,Offer Upgrade Package,101.35,1218.55,12,1
6772-KSATR,0.6352637,High,Offer Upgrade Package,81.7,81.7,1,1
7112-OPOTK,0.3990183,Medium,No Action,68.25,2171.15,33,0
2874-YXVVA,0.3697775,Medium,No Action,105.1,3634.8,34,0
1245-HARPS,0.022806827,Low,No Action,20.4,292.4,14,0
4210-QFJMF,0.6750666,High,Offer Upgrade Package,79.15,317.25,4,1
4323-ELYYB,0.04092625,Low,No Action,20.0,218.55,13,0
4293-ETKAP,0.03375102,Low,No Action,79.4,5071.9,65,0
6064-PUPMC,0.040116996,Low,No Action,57.2,1423.35,23,0
6504-VBLFL,0.031169849,Low,No Action,58.6,3068.6,55,0
6322-PJJDJ,0.1106246,Low,No Action,94.8,4690.65,49,0
0330-BGYZE,0.20756717,Low,No Action,102.5,6157.6,60,0
1085-LDWAM,0.032912873,Low,No Action,20.35,1442.65,69,0
7586-ZATGZ,0.54500824,High,Send Promotional Email,84.9,3369.05,40,1
7197-VOJMM,0.025514226,Low,No Action,69.2,4671.65,67,0
3318-OSATS,0.5487125,High,Send Promotional Email,95.45,3474.05,35,1
5828-AVIPD,0.27605292,Medium,No Action,100.95,1875.55,19,0
1843-TLSGD,0.021893961,Low,No Action,20.85,272.35,13,0
9626-VFRGG,0.3095557,Medium,No Action,88.5,3645.05,41,0
7075-BNDVQ,0.34502605,Medium,No Action,35.0,135.75,4,0
9143-CANJF,0.13869739,Low,No Action,55.15,1319.85,24,0
7284-BUYEC,0.47626802,Medium,Send Promotional Email,50.95,229.4,5,0
2041-JIJCI,0.48350617,Medium,Send Promotional Email,64.0,370.25,5,0
1086-LXKFY,0.77563286,Critical,Offer Upgrade Package,69.1,69.1,1,1
4900-MSOMT,0.018400488,Low,No Action,80.2,5714.2,72,0
2229-VWQJH,0.15602863,Low,No Action,49.3,1233.25,24,0
9194-GFVOI,0.02979545,Low,No Action,84.35,3571.6,42,0
1336-EZFZY,0.1514309,Low,No Action,20.05,83.3,4,0
4282-MSACW,0.21703936,Low,No Action,117.2,8035.95,68,0
1403-LKLIK,0.034425754,Low,No Action,20.1,579.4,33,0
2636-ALXXZ,0.8206606,Critical,Retention Agent + Discount,69.6,69.6,1,1
7774-OJSXI,0.29767218,Medium,No Action,103.45,3066.45,31,0
7786-WBJYI,0.6172131,High,Offer Upgrade Package,77.95,305.55,4,1
0136-IFMYD,0.13665865,Low,No Action,109.95,7634.25,69,0
5144-TVGLP,0.45281416,Medium,Send Promotional Email,94.75,3653.0,38,0
9643-AVVWI,0.58397037,High,Send Promotional Email,80.0,241.3,3,1
0253-ZTEOB,0.050530422,Low,No Action,79.65,3870.3,48,0
2706-QZIHY,0.024103599,Low,No Action,25.2,387.9,15,0
6061-PQHMK,0.03654289,Low,No Action,19.9,527.5,25,0
9885-CSMWE,0.8121113,Critical,Retention Agent + Discount,78.45,78.45,1,1
6137-MFAJN,0.29213446,Medium,No Action,44.8,2104.55,48,0
9122-UMROB,0.2754885,Medium,No Action,20.3,20.3,1,0
4232-JGKIY,0.3036198,Medium,No Action,19.2,19.2,1,0
2402-TAIRZ,0.13459772,Low,No Action,80.05,3019.1,37,0
9659-ZTWSM,0.23568563,Low,No Action,107.35,7051.95,66,0
9139-TWBAS,0.057607636,Low,No Action,47.85,1190.5,26,0
6685-GBWJZ,0.0473646,Low,No Action,70.8,4448.8,63,0
5016-ETTFF,0.32336482,Medium,No Action,29.5,255.25,10,0
3866-MDTUB,0.3967239,Medium,No Action,70.75,146.9,2,0
2195-VVRJF,0.23265758,Low,No Action,59.1,1011.05,18,0
3913-RDSJZ,0.021398604,Low,No Action,25.55,1714.95,64,0
8058-JMEQO,0.7882941,Critical,Offer Upgrade Package,84.45,762.5,9,1
4203-QGNZA,0.08147272,Low,No Action,20.25,535.35,28,0
5043-TRZWM,0.7957004,Critical,Offer Upgrade Package,75.55,75.55,1,1
0697-ZMSWS,0.81368196,Critical,Retention Agent + Discount,85.65,338.9,4,1
7657-DYEPJ,0.07310064,Low,No Action,70.15,2497.35,38,0
9494-BDNNC,0.21642226,Low,No Action,95.3,6273.4,66,0
1640-PLFMP,0.8205319,Critical,Retention Agent + Discount,70.25,70.25,1,1
5366-OBVMR,0.16586262,Low,No Action,50.3,908.75,18,0
8276-MQBYC,0.6334539,High,Offer Upgrade Package,97.8,4913.3,51,1
7593-XFKDI,0.55538815,High,Send Promotional Email,46.3,46.3,1,1
4573-JKNAE,0.021893961,Low,No Action,19.35,212.3,12,0
0337-CNPZE,0.63105893,High,Offer Upgrade Package,106.3,4443.45,41,1
9817-APLHW,0.1598639,Low,No Action,25.0,316.2,12,0
8380-MQINP,0.020583186,Low,No Action,20.3,1079.05,55,0
0840-DFEZH,0.74786174,High,Offer Upgrade Package,75.35,564.65,7,1
1513-XNPPH,0.6133443,High,Offer Upgrade Package,89.4,1095.65,12,1
8690-ZVLCL,0.026673434,Low,No Action,88.0,6161.9,68,0
6015-VVHHE,0.8097416,Critical,Retention Agent + Discount,83.15,446.05,5,1
1125-SNVCK,0.17400153,Low,No Action,43.8,2106.05,49,0
0384-LPITE,0.08999323,Low,No Action,62.05,2511.55,40,0
4616-EWBNJ,0.043425184,Low,No Action,20.1,318.6,16,0
6347-DCUIK,0.66657007,High,Offer Upgrade Package,74.15,811.8,10,1
1335-HQMKX,0.19087218,Low,No Action,101.35,7323.15,72,0
2545-EBUPK,0.8205912,Critical,Retention Agent + Discount,84.05,186.05,2,1
6923-AQONU,0.020583186,Low,No Action,20.9,454.0,23,0
2172-EJXVF,0.20003226,Low,No Action,105.9,7521.95,71,0
0897-FEGMU,0.8037646,Critical,Retention Agent + Discount,99.5,1056.95,11,1
7663-RGWBC,0.5952047,High,Send Promotional Email,44.15,44.15,1,1
1120-BMWUB,0.20103577,Low,No Action,53.9,834.15,16,0
9124-LHCJQ,0.8445851,Critical,Retention Agent + Discount,85.45,85.45,1,1
4536-PLEQY,0.5849786,High,Send Promotional Email,85.05,999.8,12,1
7029-IJEJK,0.06681783,Low,No Action,44.1,2369.7,54,0
8871-JLMHM,0.03700059,Low,No Action,90.2,6297.65,68,0
2235-ZGKPT,0.39610505,Medium,No Action,50.85,239.55,4,0
3891-PUQOD,0.5881871,High,Send Promotional Email,59.2,59.2,1,1
5447-VYTKW,0.095526844,Low,No Action,53.45,1461.45,27,0
3623-FQBOX,0.0962797,Low,No Action,19.95,416.4,21,0
0689-NKYLF,0.6579854,High,Offer Upgrade Package,83.2,1060.6,13,1
8659-HDIYE,0.13764913,Low,No Action,74.65,4869.35,64,0
3658-KIBGF,0.49843296,Medium,Send Promotional Email,54.9,54.9,1,0
3474-BAFSJ,0.038677387,Low,No Action,57.5,3265.95,57,0
5519-YLDGW,0.6423573,High,Offer Upgrade Package,103.9,2254.2,21,1
3865-ZFZIB,0.021980362,Low,No Action,19.65,358.15,19,0
1855-AGAWH,0.27022,Medium,No Action,93.8,2939.8,31,0
7109-CQYUZ,0.029573694,Low,No Action,89.25,4652.4,52,0
1370-GGAWX,0.2506144,Medium,No Action,94.15,4408.45,46,0
4680-KUTAJ,0.3838843,Medium,No Action,55.6,580.8,11,0
5307-UVGNB,0.17620067,Low,No Action,48.7,2495.2,53,0
4946-EDSEW,0.12838757,Low,No Action,19.25,180.3,11,0
2883-ILGWO,0.5106119,High,Send Promotional Email,104.9,5913.95,57,1
2516-VQRRV,0.7108123,High,Offer Upgrade Package,75.45,158.4,2,1
7580-UGXNC,0.42861545,Medium,Send Promotional Email,54.85,104.2,2,0
3642-BYHDO,0.015933381,Low,No Action,19.9,1389.35,71,0
9629-NHXFW,0.34086913,Medium,No Action,19.4,19.4,1,0
2696-RZVZW,0.020628525,Low,No Action,25.05,1629.2,68,0
5766-FTRTS,0.020318734,Low,No Action,84.45,6033.1,72,0
0396-HUJBP,0.15609667,Low,No Action,19.3,44.4,2,0
5178-LMXOP,0.87079406,Critical,Retention Agent + Discount,95.1,95.1,1,1
8879-ZKJOF,0.08515317,Low,No Action,79.85,3320.75,41,0
6285-FTQBF,0.01626676,Low,No Action,25.55,1867.7,72,0
8185-UPYBR,0.7042636,High,Offer Upgrade Package,75.5,438.0,6,1
4585-HETAI,0.6937616,High,Offer Upgrade Package,73.75,325.45,4,1
7526-BEZQB,0.7967071,Critical,Offer Upgrade Package,96.05,1148.1,12,1
1474-JUWSM,0.07655345,Low,No Action,68.4,3972.25,58,0
3530-CRZSB,0.14532365,Low,No Action,20.65,155.9,7,0
8498-XXGWA,0.118641645,Low,No Action,55.15,3673.15,65,0
9617-INGJY,0.7799763,Critical,Offer Upgrade Package,70.6,70.6,1,1
0621-TSSMU,0.03654289,Low,No Action,19.95,1126.75,56,0
7234-KMNRQ,0.13128541,Low,No Action,19.0,73.45,4,0
7636-PEPNS,0.08072919,Low,No Action,44.1,2413.05,58,0
4683-WYDOU,0.12217647,Low,No Action,107.6,6912.7,62,0
9052-DHNKM,0.06753243,Low,No Action,61.55,1581.95,26,0
6794-HKIAJ,0.14599042,Low,No Action,90.7,5586.45,62,0
5578-NKCXI,0.13031462,Low,No Action,99.25,5846.65,58,0
1642-HMARX,0.03189231,Low,No Action,91.7,6424.7,68,0
3096-WPXBT,0.118953496,Low,No Action,100.7,6018.65,61,0
8434-PNQZX,0.038239297,Low,No Action,78.45,3373.4,42,0
5950-AAAGJ,0.34304735,Medium,No Action,84.3,1537.9,18,0
4299-OPXEJ,0.02142901,Low,No Action,19.55,1080.55,56,0
